,date,open,high,low,close,volume,rsi_14,rsi_signal,macd,macd_sigs,macd_signal
1258,2015-01-02 00:00:00.000000,27.84749984741211,27.86000061035156,26.837499618530277,27.332500457763672,212818400,,0,,,0
1259,2015-01-05 00:00:00.000000,27.07250022888184,27.162500381469727,26.352500915527344,26.5625,257142000,,0,,,0
1260,2015-01-06 00:00:00.000000,26.63500022888184,26.857500076293945,26.15749931335449,26.565000534057617,263188400,,0,,,0
1261,2015-01-07 00:00:00.000000,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,160423600,,0,,,0
1262,2015-01-08 00:00:00.000000,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,237458000,,0,,,0
1263,2015-01-09 00:00:00.000000,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,214798000,,0,,,0
1264,2015-01-12 00:00:00.000000,28.149999618530277,28.15749931335449,27.200000762939453,27.3125,198603200,,0,,,0
1265,2015-01-13 00:00:00.000000,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,268367600,,0,,,0
1266,2015-01-14 00:00:00.000000,27.26000022888184,27.622499465942383,27.125,27.450000762939453,195826400,,0,,,0
1267,2015-01-15 00:00:00.000000,27.5,27.51499938964844,26.665000915527344,26.70499992370605,240056000,,0,,,0
1268,2015-01-16 00:00:00.000000,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,314053200,,0,,,0
1269,2015-01-20 00:00:00.000000,26.959999084472656,27.24250030517578,26.625,27.18000030517578,199599600,,0,,,0
1270,2015-01-21 00:00:00.000000,27.237499237060547,27.76499938964844,27.0674991607666,27.387500762939453,194303600,,0,,,0
1271,2015-01-22 00:00:00.000000,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,215185600,46.85795659961987,0,,,0
1272,2015-01-23 00:00:00.000000,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,185859200,50.824661703465594,0,,,0
1273,2015-01-26 00:00:00.000000,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530277,222460000,47.01370104427481,0,,,0
1274,2015-01-27 00:00:00.000000,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,382274800,32.5713532181821,0,,,0
1275,2015-01-28 00:00:00.000000,29.40749931335449,29.530000686645508,28.82749938964844,28.82749938964844,585908400,26.04224422272449,-1,,,0
1276,2015-01-29 00:00:00.000000,29.07999992370605,29.79750061035156,28.88999938964844,29.725000381469727,337745600,41.173393221057445,0,,,0
1277,2015-01-30 00:00:00.000000,29.600000381469727,30.0,29.212499618530277,29.290000915527344,334982000,36.97793268146626,0,,,0
1278,2015-02-02 00:00:00.000000,29.512500762939453,29.792499542236328,29.020000457763672,29.65749931335449,250956400,40.26309132483577,0,,,0
1279,2015-02-03 00:00:00.000000,29.625,29.772499084472656,29.40250015258789,29.662500381469727,207662800,41.1780947518872,0,,,0
1280,2015-02-04 00:00:00.000000,29.625,30.127500534057617,29.57749938964844,29.88999938964844,280598800,47.70887481002325,0,,,0
1281,2015-02-05 00:00:00.000000,30.0049991607666,30.0575008392334,29.8125,29.98500061035156,168984800,47.25205156944022,0,,,0
1282,2015-02-06 00:00:00.000000,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,174826400,41.06931289907907,0,,,0
1283,2015-02-09 00:00:00.000000,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,155559200,49.2876183417289,0,0.525765950804864,,0
1284,2015-02-10 00:00:00.000000,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,248034000,59.57349033581749,0,0.5685779889558553,,0
1285,2015-02-11 00:00:00.000000,30.6924991607666,31.229999542236328,30.625,31.21999931335449,294247200,68.09079542417939,0,0.646458649578463,,0
1286,2015-02-12 00:00:00.000000,31.51499938964844,31.8700008392334,31.39249992370605,31.614999771118164,297898000,69.49655738494529,0,0.7281800324382246,,0
1287,2015-02-13 00:00:00.000000,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,217088800,67.77401989694877,0,0.7947830002943412,,0
1288,2015-02-17 00:00:00.000000,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,252609600,69.26819659570668,0,0.8513066886781893,,0
1289,2015-02-18 00:00:00.000000,31.90749931335449,32.19499969482422,31.862499237060547,32.18000030517578,179566800,73.76734283068286,1,0.9020014013383779,,0
1290,2015-02-19 00:00:00.000000,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,149449600,73.42598078677004,1,0.9262064942732593,,0
1291,2015-02-20 00:00:00.000000,32.154998779296875,32.375,32.01250076293945,32.375,195793600,77.02465503975073,1,0.9539909220890195,0.7663634587167327,1
1292,2015-02-23 00:00:00.000000,32.505001068115234,33.25,32.415000915527344,33.25,283896400,84.9749074134763,1,1.0302134560926817,0.8224131815264902,1
1293,2015-02-24 00:00:00.000000,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,276912400,77.02808719592359,1,1.0623703169151746,0.8772789957441923,1
1294,2015-02-25 00:00:00.000000,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,298846800,55.488374676517466,0,1.0114835197305396,0.9178373146499786,1
1295,2015-02-26 00:00:00.000000,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,365150000,62.59105987329198,0,0.9909425159568954,0.9470331461520531,1
1296,2015-02-27 00:00:00.000000,32.5,32.64250183105469,32.060001373291016,32.1150016784668,248059200,53.316586125473485,0,0.9261834103200428,0.9616331917104645,0
1297,2015-03-02 00:00:00.000000,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,192386800,52.386011288657,0,0.8768956678543738,0.9644764116189294,0
1298,2015-03-03 00:00:00.000000,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,151265200,54.6682586907983,0,0.833426786749115,0.9568570099979001,0
1299,2015-03-04 00:00:00.000000,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,126665200,50.739403487576645,0,0.7740824856645112,0.939954342374706,0
1300,2015-03-05 00:00:00.000000,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,226068400,38.400491368178145,0,0.6777039035679664,0.9092557847612556,0
1301,2015-03-06 00:00:00.000000,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530277,291368400,31.150242883962818,0,0.5981476555545697,0.8612484735903543,0
1302,2015-03-09 00:00:00.000000,31.989999771118164,32.39250183105469,31.26499938964844,31.78499984741211,354114000,28.33786641726914,-1,0.5394598525499248,0.8031473108831043,0
1303,2015-03-10 00:00:00.000000,31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,275426400,22.827724278446084,-1,0.4362858148028579,0.7392364547800285,0
1304,2015-03-11 00:00:00.000000,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,275756000,17.608684439233656,-1,0.30635106813109303,0.6631707383549394,0
1305,2015-03-12 00:00:00.000000,30.57749938964844,31.225000381469727,30.40749931335449,31.112499237060547,193450800,32.73703177549538,0,0.24414556390922115,0.5873887554204037,0
1306,2015-03-13 00:00:00.000000,31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,207309200,30.30667310069738,0,0.17585008588865847,0.5094948018686575,0
1307,2015-03-16 00:00:00.000000,30.96999931335449,31.237499237060547,30.717500686645508,31.237499237060547,143497200,37.39119059729614,0,0.14693571161322083,0.43321801574244706,0
1308,2015-03-17 00:00:00.000000,31.475000381469727,31.82999992370605,31.412500381469727,31.76000022888184,204092400,44.34598723709631,0,0.16352691324815538,0.3653785076961853,0
1309,2015-03-18 00:00:00.000000,31.75,32.290000915527344,31.592500686645508,32.11750030517578,261083600,52.2396329401329,0,0.20268824262711505,0.31259898981386847,0
