,date,open,high,low,close,volume,rsi_14,rsi_signal,MACD_signal,bb_ub,bb_lb,bb_signal,Keltner_channels,target_price,returns
1277,2015-01-30 00:00:00.000000,29.600000381469727,30.0,29.212499618530277,29.290000915527344,334982000,36.97793268146626,0,1,29.456897094615446,25.86385333263065,0,0,29.65749931335449,
1278,2015-02-02 00:00:00.000000,29.512500762939453,29.792499542236328,29.020000457763672,29.65749931335449,250956400,40.26309132483577,0,1,29.77353347506735,25.779716837737826,0,-1,29.662500381469727,0.012546889257088578
1279,2015-02-03 00:00:00.000000,29.625,29.772499084472656,29.40250015258789,29.662500381469727,207662800,41.1780947518872,0,1,30.011262229252086,25.851988121700064,0,-1,29.88999938964844,0.00016862743761358878
1280,2015-02-04 00:00:00.000000,29.625,30.127500534057617,29.57749938964844,29.88999938964844,280598800,47.70887481002325,0,1,30.24793091146316,25.94781932504807,0,-1,29.98500061035156,0.007669582983666379
1281,2015-02-05 00:00:00.000000,30.0049991607666,30.0575008392334,29.8125,29.98500061035156,168984800,47.25205156944022,0,1,30.484360064572574,26.016140232973815,0,-1,29.732500076293945,0.003178361413283204
1282,2015-02-06 00:00:00.000000,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,174826400,41.06931289907907,0,1,30.66310277027524,26.01339755015933,0,0,29.93000030517578,-0.00842089474463592
1283,2015-02-09 00:00:00.000000,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,155559200,49.2876183417289,0,1,30.858568926216066,26.01068137133032,0,0,30.5049991607666,0.0066425705330883655
1284,2015-02-10 00:00:00.000000,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,248034000,59.57349033581749,0,1,31.12516724772986,26.063332965893185,0,-1,31.21999931335449,0.01921145505272137
1285,2015-02-11 00:00:00.000000,30.6924991607666,31.229999542236328,30.625,31.21999931335449,294247200,68.09079542417939,0,1,31.51396840496113,26.041031709479785,0,-1,31.614999771118164,0.023438786174676318
1286,2015-02-12 00:00:00.000000,31.51499938964844,31.8700008392334,31.39249992370605,31.614999771118164,297898000,69.49655738494529,0,1,31.92338313113591,26.04811688412288,0,-1,31.770000457763672,0.012652161001000195
1287,2015-02-13 00:00:00.000000,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,217088800,67.77401989694877,0,1,32.22170590062175,26.2562941680428,0,-1,31.957500457763672,0.004902757797490498
1288,2015-02-17 00:00:00.000000,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,252609600,69.26819659570668,0,1,32.43711372083312,26.586886447013562,0,-1,32.18000030517578,0.005901794060383159
1289,2015-02-18 00:00:00.000000,31.90749931335449,32.19499969482422,31.862499237060547,32.18000030517578,179566800,73.76734283068286,1,1,32.702547068825915,26.821453099020765,0,-1,32.11249923706055,0.0069623670257370485
1290,2015-02-19 00:00:00.000000,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,149449600,73.42598078677004,1,1,32.89444342309614,27.102056592162644,0,-1,32.375,-0.0020976093062490264
1291,2015-02-20 00:00:00.000000,32.154998779296875,32.375,32.01250076293945,32.375,195793600,77.02465503975073,1,1,33.14904129321728,27.27495868389454,0,-1,33.25,0.008174410873523774
1292,2015-02-23 00:00:00.000000,32.505001068115234,33.25,32.415000915527344,33.25,283896400,84.9749074134763,1,1,33.54300046370591,27.381499429482567,0,-1,33.04249954223633,0.027027027027026973
1293,2015-02-24 00:00:00.000000,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,276912400,77.02808719592359,1,1,33.80646101153162,27.594788874027465,0,-1,32.1974983215332,-0.006240615271087879
1294,2015-02-25 00:00:00.000000,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,298846800,55.488374676517466,0,1,33.66797675890332,28.224522974067867,0,0,32.60499954223633,-0.025573162817873696
